FID,OBJECTID_1,stop_id,_id,stop_id_1,lat,lon,miss_c_0,wt_rr_0,wt_pr_0,dt_rr_0,dt_pr_0,mc_rr_0,mc_pr_0,bf_pr_0,mr_rr_0,mr_pr_0,miss_c_1,wt_rr_1,wt_pr_1,dt_rr_1,dt_pr_1,mc_rr_1,mc_pr_1,bf_pr_1,mr_rr_1,mr_pr_1,miss_c_2,wt_rr_2,wt_pr_2,dt_rr_2,dt_pr_2,mc_rr_2,mc_pr_2,bf_pr_2,mr_rr_2,mr_pr_2,miss_c_3,wt_rr_3,wt_pr_3,dt_rr_3,dt_pr_3,mc_rr_3,mc_pr_3,bf_pr_3,mr_rr_3,mr_pr_3,miss_c_4,wt_rr_4,wt_pr_4,dt_rr_4,dt_pr_4,mc_rr_4,mc_pr_4,bf_pr_4,mr_rr_4,mr_pr_4,miss_c_5,wt_rr_5,wt_pr_5,dt_rr_5,dt_pr_5,mc_rr_5,mc_pr_5,bf_pr_5,mr_rr_5,mr_pr_5,miss_c_6,wt_rr_6,wt_pr_6,dt_rr_6,dt_pr_6,mc_rr_6,mc_pr_6,bf_pr_6,mr_rr_6,mr_pr_6,miss_c_7,wt_rr_7,wt_pr_7,dt_rr_7,dt_pr_7,mc_rr_7,mc_pr_7,bf_pr_7,mr_rr_7,mr_pr_7,miss_c_8,wt_rr_8,wt_pr_8,dt_rr_8,dt_pr_8,mc_rr_8,mc_pr_8,bf_pr_8,mr_rr_8,mr_pr_8,miss_c_9,wt_rr_9,wt_pr_9,dt_rr_9,dt_pr_9,mc_rr_9,mc_pr_9,bf_pr_9,mr_rr_9,mr_pr_9,wt_er,wt_ar,wt_nr,mc_er,mc_nr,dt_er,total,layer,OBJECTID,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Le_1,Shape_Area
267,268,MAICASW1,5da33b2d0240d88053cd6694,MAICASW1,39.957146999999999,-82.933814999999996,0,580.178384400000027,219.021483700000005,599.368685799999980,70.720135249999998,15277,1712,181.040781799999991,0.629953404000000,0.070595027000000,0,667.923178399999983,235.147334099999995,700.083625399999960,85.883180080000002,17570,2046,187.821945499999998,0.724506206000000,0.084367655000000,0,723.101356600000031,242.118221900000009,771.545049700000050,90.917281759999995,19466,2192,190.351738100000006,0.802688549000000,0.090388025000000,0,767.582862599999999,248.069687799999997,829.934765599999992,85.318873449999998,21254,2064,192.134757299999990,0.876417467000000,0.085109892000000,0,727.575563900000020,255.410622200000006,795.009937700000023,93.062677829999998,20322,2235,192.243618800000007,0.837986062000000,0.092161148000000,0,617.459733600000050,262.452806099999975,665.150509299999953,102.652591599999994,16583,2444,192.430002900000005,0.683806853000000,0.100779349000000,0,630.547894899999960,261.830728599999986,686.633046100000001,109.088491200000007,17244,2569,189.604964700000011,0.711063461000000,0.105933776000000,0,627.121974399999999,270.526040200000011,686.727681299999972,114.361552099999997,17299,2690,200.413591200000013,0.713331409000000,0.110923261000000,0,584.547441299999946,274.888087100000007,628.937816999999995,121.099377300000000,15471,2909,203.558203800000001,0.637953074000000,0.119953816000000,0,592.704135899999983,282.980413199999987,641.400354600000014,121.670281599999996,15739,2924,212.932250199999999,0.649004165000000,0.120572348000000,213.777741099999986,441.270236300000022,210.848088700000005,3284,1367,249.753247299999998,24251,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
268,269,MAICHAW,5da33b2d0240d88053cd6695,MAICHAW,39.957903999999999,-82.969296000000000,0,591.465177599999947,215.776930700000008,602.753193799999963,74.039108220000003,15148,1811,174.865243600000014,0.624247919000000,0.074631171000000,0,644.971070599999962,232.665828699999992,670.808291400000030,86.506057859999999,16730,2093,189.349707400000000,0.689442018000000,0.086252370000000,0,645.333264699999972,242.141308799999990,683.613615800000048,95.155237779999993,17340,2289,198.152559099999991,0.714580071000000,0.094329515000000,0,650.936619100000030,246.015577400000012,695.054397099999960,97.929654659999997,17354,2399,203.592681099999993,0.715157010000000,0.098862606000000,0,710.972595400000046,249.495219600000013,775.441481899999985,100.459655499999997,19559,2405,205.316080099999994,0.806024891000000,0.099109866000000,0,739.666405700000041,252.861246200000011,813.751751399999989,103.736915800000006,20661,2481,204.681447300000002,0.851438226000000,0.102241820000000,0,741.942553399999952,257.770872800000006,814.392483299999981,110.526539200000002,20641,2611,203.460397300000011,0.850614028000000,0.107599110000000,0,737.203865500000006,262.654207499999984,811.751380499999982,116.879296100000005,20774,2767,205.255089400000003,0.856094948000000,0.114027858000000,0,716.860957699999972,265.859639000000016,794.642503899999951,118.403610000000000,20356,2809,207.684414400000009,0.838869200000000,0.115758675000000,0,689.203412200000002,271.811341000000027,763.559713200000033,119.476386700000006,19270,2809,211.961592400000001,0.794115223000000,0.115758675000000,214.960809399999988,441.923720399999979,220.272686099999987,3248,1821,240.810269500000004,24266,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
269,270,MAICHEW,5da33b2d0240d88053cd6696,MAICHEW,39.956826999999997,-82.920936999999995,0,766.199332000000027,232.575110300000006,816.816708599999970,75.229846190000004,20770,1831,176.735804699999989,0.856459527000000,0.075502041000000,0,761.102387499999963,246.710321200000010,819.674817500000017,88.188775719999995,20889,2090,178.698610400000007,0.861366542000000,0.086182013000000,0,608.285637700000052,254.223042300000003,643.771597000000042,99.237351039999993,15905,2366,177.959671799999995,0.655849243000000,0.097562987000000,0,631.647560900000030,255.028534900000011,680.243577599999981,102.778936999999999,17057,2448,180.022267099999993,0.703352439000000,0.100944291000000,0,618.539317999999980,263.333099699999991,670.065564300000005,113.942023000000006,16945,2685,184.730526599999990,0.698734073000000,0.110717084000000,0,564.458826400000021,268.880046199999981,599.762154099999975,116.610943899999995,14763,2805,195.124737100000004,0.608758402000000,0.115665333000000,0,578.888540700000021,277.335408799999982,618.831264700000020,122.589377799999994,15168,2930,201.790029299999986,0.625458744000000,0.120819760000000,0,606.277679300000045,297.758236800000020,658.520844499999953,119.087089199999994,16184,2809,210.843264199999993,0.667353924000000,0.115830275000000,0,619.708383199999957,306.747103200000026,682.572388799999999,114.767267300000000,16925,2734,208.722114599999998,0.697909365000000,0.112737619000000,0,622.214795299999992,318.592387900000006,690.819017799999983,112.818481700000007,17137,2703,206.393963100000008,0.706651272000000,0.111459321000000,212.295781599999998,441.188755099999980,208.452558699999997,3200,1160,251.408725400000009,24251,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
270,271,MAICOLWW,5da33b2d0240d88053cd6697,MAICOLWW,39.956237999999999,-82.900379999999998,0,558.555271100000027,224.637527400000010,574.745426800000018,83.220919190000004,14538,2046,179.970268800000014,0.600322088000000,0.084486105000000,0,585.097782499999994,237.955527100000012,611.902176199999985,94.687038029999997,15339,2318,190.921253699999994,0.633398026000000,0.095717884000000,0,649.883883200000014,256.339761300000021,696.131684400000040,88.818433330000005,17400,2145,202.935128200000008,0.718503531000000,0.088574142000000,0,698.584217699999954,267.887269300000014,759.814262699999972,88.684725610000001,19168,2167,201.557170600000006,0.791510096000000,0.089482595000000,0,700.028698800000029,284.770202799999993,766.398397799999998,87.466820830000003,19371,2176,201.392410299999995,0.799892637000000,0.089854235000000,0,687.286575500000026,289.366312900000025,761.393649099999948,93.460833300000004,19826,2302,193.211380399999996,0.818681092000000,0.095057191000000,0,653.763430599999992,299.076640399999974,724.853821700000026,100.132097299999998,18544,2422,190.134203200000002,0.765743073000000,0.100012388000000,0,580.112359100000049,299.677747000000011,621.767105799999968,101.635049800000004,15312,2491,188.065408600000012,0.632283107000000,0.102861626000000,0,544.094809400000031,299.599702700000023,570.437791599999969,104.629722900000004,13783,2595,186.050708200000003,0.569145641000000,0.107156130000000,0,497.797332499999982,302.149977299999989,504.168228899999974,113.823801500000002,12046,2818,182.764173900000003,0.497419168000000,0.116364537000000,212.381054599999999,440.814221400000008,205.461741799999999,3243,1312,247.300780400000008,24217,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
271,272,MAICOUW,5da33b2d0240d88053cd6698,MAICOUW,39.955283999999999,-82.867728000000000,0,1350.152642000000014,311.217108199999984,1389.368506000000025,173.860383399999989,11259,1355,176.672032800000011,0.823869457000000,0.099151178000000,0,1451.783110999999963,333.891482499999995,1512.583198999999922,186.710595600000005,12138,1472,191.898141399999986,0.888189668000000,0.107712571000000,0,1214.229475000000093,361.674520700000016,1253.475339999999960,203.958144299999987,9835,1610,206.036148099999991,0.719669252000000,0.117810625000000,0,1226.695594999999912,360.666544699999974,1270.232766999999967,202.641885000000002,9877,1631,202.327674500000001,0.722742573000000,0.119347285000000,0,1298.339163000000099,371.319552199999976,1362.742792000000009,220.036148099999991,10580,1778,194.843407000000013,0.774184107000000,0.130103908000000,0,1233.901873000000023,379.369091200000014,1304.509366000000000,226.348529200000002,10274,1854,198.921410799999990,0.751792770000000,0.135665154000000,0,1138.654250999999931,388.207741800000008,1197.849406999999928,237.903044099999988,9548,1956,201.278355000000005,0.698668228000000,0.143128933000000,0,1100.910581000000093,394.775281699999994,1156.622055000000046,243.879774599999990,9245,2000,206.182496700000002,0.676496414000000,0.146348602000000,0,1086.105663999999933,400.746377900000027,1141.792404999999917,248.673203599999994,9078,2031,208.537245700000000,0.664276306000000,0.148617006000000,0,1095.270745000000034,407.441826400000025,1157.630030999999917,248.398214499999995,9193,2033,211.994731500000000,0.672691351000000,0.148763354000000,303.772062100000028,778.297673099999997,247.664934899999992,1777,804,335.016830099999993,13666,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
272,273,MAIDREW,5da33b2d0240d88053cd6699,MAIDREW,39.957245999999998,-82.937909000000005,0,510.885159400000020,176.389674700000000,509.054595699999993,16.427817409999999,13139,420,182.486083000000008,0.541792091000000,0.017318873000000,0,637.087996399999952,209.990227199999993,638.631314200000020,34.447610410000003,16046,889,200.912951999999990,0.661663437000000,0.036658282000000,0,683.080532800000015,223.571770200000003,696.001649400000019,50.595191950000000,17356,1249,201.789204600000005,0.715681828000000,0.051503031000000,0,724.634489300000041,231.314832400000000,749.850026800000023,53.087790190000000,18956,1349,206.057069799999994,0.781658488000000,0.055626572000000,0,724.687847899999952,237.422910400000006,758.896169200000031,53.104737950000001,19532,1363,205.074017599999991,0.805410086000000,0.056203868000000,0,662.261638700000049,246.652385500000008,693.109438800000021,60.849861859999997,17803,1520,208.147705199999990,0.734114057000000,0.062677828000000,0,607.179456500000015,248.587728300000009,627.526576200000022,65.676838070000002,15668,1639,206.551894800000014,0.646076450000000,0.067584842000000,0,607.236691299999961,249.194466199999994,632.435322300000053,71.951960740000004,16004,1767,206.302008199999989,0.659931549000000,0.072862975000000,0,604.622118699999987,255.321182599999986,632.465424099999950,70.336687150000003,16008,1752,217.955548200000010,0.660096491000000,0.072244444000000,0,585.912952000000018,260.039256099999989,604.137808800000016,75.646818690000003,14860,1875,220.774401100000006,0.612758237000000,0.077316399000000,204.351614399999988,441.371283699999992,185.053564800000004,3134,727,245.220361999999994,24251,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
273,274,MAIEASW,5da33b2d0240d88053cd669a,MAIEASW,39.956760000000003,-82.918594999999996,0,738.582326500000022,228.913364400000006,793.007174999999961,75.975423690000000,20247,1824,172.166508599999986,0.834893406000000,0.075213393000000,0,658.699105199999963,244.364356100000009,711.416353999999956,87.802028780000001,18322,2093,178.390169500000013,0.755515236000000,0.086305719000000,0,601.903674099999989,254.059172799999999,644.696095000000014,97.973856749999996,16172,2322,179.687023199999999,0.666859099000000,0.095748629000000,0,601.886396399999967,253.534163500000005,652.958475900000053,105.060822200000004,16637,2516,179.111376900000010,0.686033566000000,0.103748299000000,0,589.617995100000030,261.885819099999992,642.505546200000026,107.531400800000000,16454,2583,190.526576199999994,0.678487485000000,0.106511072000000,0,575.901859700000045,268.869242499999984,619.736175799999955,112.610861400000005,15338,2739,198.251618500000006,0.632468764000000,0.112943796000000,0,591.097645499999999,280.503030799999976,641.787555200000043,121.101232899999999,15821,2903,201.961980899999986,0.652385469000000,0.119706404000000,0,597.750113400000032,300.205434799999978,654.493546700000024,114.618861100000004,16145,2738,209.338996299999991,0.665745742000000,0.112902561000000,0,617.735557299999982,302.150509300000010,688.510288199999991,112.108036799999994,17267,2703,204.344975500000004,0.712011876000000,0.111459321000000,0,592.199703099999965,314.867386899999985,659.151498899999979,112.832336799999993,16645,2709,201.285720199999986,0.686363449000000,0.111706734000000,212.993319899999989,441.236711899999989,205.214053000000007,3219,1065,252.685085200000003,24251,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
274,275,MAIESTW,5da33b2d0240d88053cd669b,MAIESTW,39.955590999999998,-82.791025000000005,0,1614.403454999999894,315.635480900000005,1675.796732000000020,134.424929999999989,8763,685,152.719887999999997,0.818207283000000,0.063958917000000,0,1748.210550999999896,334.615592900000024,1815.526704000000109,145.066106399999995,9547,741,140.906629299999992,0.891409897000000,0.069187675000000,0,1558.774415999999974,391.609430400000008,1598.698505999999952,192.786461300000013,8450,1003,131.107376299999999,0.788982260000000,0.093650794000000,0,1111.983193000000028,442.256582600000002,1104.246685000000070,259.702614400000016,5826,1345,118.843137299999995,0.543977591000000,0.125583567000000,0,723.703828199999975,464.765826300000015,674.481232500000033,292.370588199999986,3418,1507,118.285714299999995,0.319140990000000,0.140709617000000,0,729.105228799999963,475.709617200000025,687.579645199999959,312.381886099999974,3496,1608,116.878618099999997,0.326423903000000,0.150140056000000,0,744.151820700000030,490.152847800000018,710.079178299999967,334.690569600000003,3600,1717,117.363212000000004,0.336134454000000,0.160317460000000,0,754.439775899999972,501.134733900000015,728.344537800000012,355.739682500000015,3693,1832,115.184873899999999,0.344817927000000,0.171055089000000,0,766.810177400000043,516.609430399999951,749.550233400000025,382.731092400000023,3783,1959,113.587301600000004,0.353221289000000,0.182913165000000,0,786.923249299999952,535.046778700000004,780.277684399999998,415.210177400000020,3963,2131,109.268907600000006,0.370028011000000,0.198972923000000,324.488422000000014,914.517647099999976,210.602427599999999,1312,326,354.879738599999996,10710,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
275,276,MAIFAIW,5da33b2d0240d88053cd669c,MAIFAIW,39.957576000000003,-82.952675999999997,0,658.230157400000053,210.827577700000006,711.297205999999960,78.074507539999999,17823,1914,179.162614399999995,0.734484464000000,0.078875793000000,0,712.506923300000039,222.530866199999991,777.337880199999972,89.383829230000003,19444,2131,182.969999199999990,0.801285750000000,0.087818347000000,0,684.168713400000001,230.561485199999993,744.088271699999950,97.937031239999996,18491,2380,184.977746599999989,0.762012693000000,0.098079618000000,0,715.566347999999948,235.096925700000014,787.994890000000055,103.860504399999996,19723,2486,187.034533900000014,0.812783318000000,0.102447869000000,0,671.218989500000021,242.010426099999989,740.513887700000055,107.495302100000004,18494,2573,191.129976099999993,0.762136322000000,0.106033133000000,0,632.967732599999977,251.648067300000008,698.234649300000001,106.872125600000004,17254,2541,198.810681600000009,0.711036017000000,0.104714415000000,0,633.822797300000047,259.152188200000012,703.065523800000051,108.924132499999999,17302,2556,200.832028400000013,0.713014094000000,0.105332564000000,0,641.200156600000014,257.142833600000017,717.545248499999957,107.144399600000000,17759,2563,199.579246699999999,0.731847029000000,0.105621034000000,0,635.141927000000010,266.807508400000017,717.067501900000025,111.262342399999994,17876,2615,200.457430100000010,0.736668590000000,0.107763950000000,0,615.984875999999986,270.278043400000001,692.957801000000018,115.148438100000007,17254,2693,199.885436400000003,0.711036017000000,0.110978324000000,214.408472799999998,441.428129899999988,216.560908299999994,3261,1574,245.059836799999999,24266,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
276,277,MAIFOUW,5da33b2d0240d88053cd669d,MAIFOUW,39.955052000000002,-82.860003000000006,0,976.449552100000005,225.362388000000010,970.542664100000025,57.429578499999998,7791,493,196.099280399999998,0.572110442000000,0.036202085000000,0,1184.539800000000014,266.422969599999988,1194.050668000000087,96.450506680000004,9497,797,199.408136299999995,0.697385813000000,0.058525481000000,0,1364.880452000000105,277.951681599999972,1399.641356999999971,117.234322199999994,11136,960,191.116169799999994,0.817741225000000,0.070494933000000,0,1342.224335000000110,285.253781800000013,1381.441401000000042,121.729475699999995,11186,1024,194.707005400000014,0.821412836000000,0.075194595000000,0,1240.760905000000093,293.614480800000024,1269.431047000000035,132.501542099999995,10404,1125,198.483624600000013,0.763988838000000,0.082611250000000,0,1151.678587000000107,317.800998699999980,1178.469012000000021,151.880746100000010,9771,1281,207.238214099999993,0.717506242000000,0.094066676000000,0,1134.720150000000103,320.381700700000010,1165.598840000000109,154.679174600000010,9516,1293,210.191658100000012,0.698781025000000,0.094947863000000,0,1130.421207000000095,333.801733000000013,1168.171096999999918,158.008004099999994,9626,1327,216.677926299999996,0.706858570000000,0.097444559000000,0,1121.090247999999974,335.804229700000008,1160.262960999999905,155.979512400000004,9532,1322,215.374504300000012,0.699955941000000,0.097077398000000,0,1115.462696000000051,341.874724599999979,1159.961667999999918,160.266559000000001,9593,1339,212.035541200000011,0.704435306000000,0.098325745000000,263.697092100000020,778.305037500000026,184.492363000000012,1477,350,299.833529199999987,13618,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
277,278,MAIHAFW,5da33b2d0240d88053cd669e,MAIHAFW,39.955272000000001,-82.806424000000007,0,1535.334266999999954,314.657422999999994,1593.225490000000036,161.472922500000010,8312,832,177.358543400000002,0.776097106000000,0.077684407000000,0,1530.200000000000045,347.381886099999974,1588.081885999999940,171.336974800000007,8309,872,182.610644299999990,0.775816993000000,0.081419234000000,0,1407.634921000000077,363.267880499999990,1458.988235000000032,159.240429500000005,7603,814,180.965452800000008,0.709897292000000,0.076003735000000,0,1504.310177000000067,364.926890800000024,1562.754061999999976,159.984500499999996,8157,818,161.918767500000001,0.761624650000000,0.076377218000000,0,1606.205322000000024,370.434266999999977,1668.254247999999961,165.014845900000012,8788,846,147.399626500000011,0.820541550000000,0.078991597000000,0,1430.655275000000074,407.243417399999998,1462.188421999999946,203.656489300000004,7761,1042,132.149393099999998,0.724649860000000,0.097292250000000,0,1053.303548000000092,451.502987899999994,1039.448086000000103,260.147432299999991,5473,1332,122.957983200000001,0.511017740000000,0.124369748000000,0,684.436507900000038,464.073389399999996,627.287861799999973,284.724743199999978,3170,1466,118.114845900000006,0.295985061000000,0.136881419000000,0,688.012978500000031,476.882352900000001,637.760317500000042,306.311204499999974,3230,1567,117.308123199999997,0.301587302000000,0.146311858000000,0,704.048926199999983,489.081045800000027,661.107563000000027,328.966293199999996,3337,1684,114.799252999999993,0.311577965000000,0.157236228000000,322.984780600000022,914.213725500000010,212.156022400000012,1287,282,358.513632099999995,10710,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
278,279,MAIHAMW,5da33b2d0240d88053cd669f,MAIHAMW,39.955540999999997,-82.876401000000001,0,609.516245300000037,225.180315000000007,607.610111899999993,18.590634070000000,15515,566,183.024450900000005,0.642975549000000,0.023456278000000,0,674.958806500000037,248.489017799999999,677.709738900000048,46.979113140000003,16935,1279,182.794032299999998,0.701823456000000,0.053004559000000,0,593.512639899999954,255.678159999999991,568.472938300000010,58.061956070000001,13645,1562,184.094902600000012,0.565478657000000,0.064732698000000,0,585.666058799999973,268.569664299999999,567.904310000000009,65.292540410000001,13553,1753,193.446746800000000,0.561665976000000,0.072648156000000,0,546.924492299999997,276.318607499999985,526.106464999999957,71.931205969999993,12626,1951,197.638624099999987,0.523249068000000,0.080853709000000,0,551.968130999999971,277.686365500000022,536.071197699999971,76.597306259999996,12768,2068,193.622876100000013,0.529133858000000,0.085702445000000,0,560.859966800000052,276.378408600000000,556.950600900000040,83.983547450000003,13341,2232,188.694571099999990,0.552880232000000,0.092498964000000,0,540.852755900000034,278.289224999999988,542.340737699999977,89.339825939999997,13241,2438,189.090758399999999,0.548736013000000,0.101036055000000,0,512.458640700000046,277.500373000000025,508.129341099999976,97.079030250000002,12538,2649,186.731040199999995,0.519602155000000,0.109780356000000,0,511.185785300000020,283.075259000000017,510.652672999999993,108.577040999999994,12535,2907,188.656858699999987,0.519477828000000,0.120472441000000,195.251512600000012,439.706464999999980,163.778947399999993,3105,600,232.970203099999992,24130,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
279,280,MAIHEAW,5da33b2d0240d88053cd66a0,MAIHEAW,39.954901000000000,-82.854892000000007,0,1343.861010999999962,289.580815099999995,1371.813417999999956,141.134645599999999,7338,736,184.024581799999993,0.678125866000000,0.068015895000000,0,1604.406709000000092,297.283892400000013,1657.969133999999940,155.719249600000012,8898,819,176.759079600000007,0.822289992000000,0.075686166000000,0,1767.509009999999989,313.460308699999985,1855.406431999999995,173.777931800000005,9991,923,173.154976400000010,0.923297292000000,0.085297107000000,0,1654.604102999999895,331.300804000000028,1718.834303999999975,189.534885900000006,9282,998,179.705202799999995,0.857776546000000,0.092228075000000,0,1584.644671999999900,361.918861499999991,1647.215136999999913,216.911745700000012,8989,1153,188.422511799999995,0.830699566000000,0.106552075000000,0,1358.264392999999927,369.305147400000010,1409.273541999999907,223.660012899999998,7619,1185,193.844376699999998,0.704093892000000,0.109509287000000,0,1430.151002999999946,382.512614400000018,1495.802791000000070,226.207836600000007,8142,1202,200.112743700000010,0.752425839000000,0.111080307000000,0,1386.431567999999970,390.534423800000013,1451.282783000000109,223.120968500000004,7908,1191,201.842713199999992,0.730801220000000,0.110063765000000,0,1393.162462000000005,389.342851900000028,1464.989927000000080,220.273911800000008,8005,1167,197.843082900000013,0.739765271000000,0.107845855000000,0,1367.762776000000031,400.678587900000025,1439.683209000000033,225.753904400000010,7872,1202,195.955087300000002,0.727474355000000,0.111080307000000,349.383698400000014,921.998521399999959,254.289529600000009,1415,486,391.048609199999987,10821,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
280,281,MAIHENW,5da33b2d0240d88053cd66a1,MAIHENW,39.955123999999998,-82.814650000000000,0,1468.842311999999993,326.669311900000025,1514.674913999999944,174.994304900000003,7932,904,187.444682999999998,0.740547101000000,0.084399216000000,0,1543.191951999999901,344.960134400000015,1597.843245000000024,187.097003099999995,8399,966,191.417234600000000,0.784147138000000,0.090187658000000,0,1550.346933000000035,350.160675900000001,1613.665203999999903,174.979460399999994,8479,902,192.967976800000002,0.791616096000000,0.084212492000000,0,1464.450378000000001,363.053776500000026,1520.837363000000096,169.288675200000000,7985,870,190.370646999999991,0.745495285000000,0.081224909000000,0,1414.317990999999893,378.855008899999973,1465.751936999999998,164.062832600000007,7650,845,180.900009299999994,0.714219027000000,0.078890860000000,0,1526.433573000000024,376.147138499999983,1584.903837000000067,163.605078899999995,8356,841,163.844645700000001,0.780132574000000,0.078517412000000,0,1492.828774000000067,403.031836399999975,1538.442628999999897,191.303893200000005,8198,986,147.637942299999992,0.765381384000000,0.092054897000000,0,1226.604145000000017,435.299225100000001,1233.228456999999935,234.985995699999989,6582,1201,131.516198300000013,0.614508449000000,0.112127719000000,0,901.355615700000044,456.105405700000006,867.325739900000031,270.174120099999982,4543,1392,121.376155400000002,0.424143404000000,0.129959854000000,0,689.309494900000004,471.917281300000013,633.502847500000030,293.700027999999975,3218,1505,121.601157700000002,0.300438801000000,0.140509756000000,320.821025099999986,914.164083699999992,215.384744699999999,1274,304,355.146671599999991,10711,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
281,282,MAIHOLW,5da33b2d0240d88053cd66a2,MAIHOLW,39.957441000000003,-82.945385000000002,0,755.440286799999967,221.374886699999990,814.007088100000033,90.367468889999998,20749,2147,174.934888300000011,0.855064700000000,0.088477705000000,0,789.823662700000000,229.384941900000001,856.181735799999956,97.046608419999998,21906,2308,179.592433900000003,0.902744581000000,0.095112503000000,0,740.305901299999960,237.799967000000009,810.124701200000004,100.669867300000007,20876,2402,185.592186599999991,0.860298360000000,0.098986236000000,0,694.387208399999963,246.305571600000007,761.390010699999948,105.313442699999996,19342,2527,191.180664299999989,0.797082337000000,0.104137476000000,0,681.769842599999947,256.870971699999984,750.833099800000014,104.782287999999994,18859,2488,197.307755700000001,0.777177944000000,0.102530289000000,0,681.845751299999961,260.883005000000026,755.933363600000007,106.069850799999998,18932,2529,196.919558200000012,0.780186269000000,0.104219896000000,0,670.299554899999976,265.061237899999981,749.461921999999959,109.706997400000006,18868,2605,196.022830300000010,0.777548834000000,0.107351850000000,0,642.596678500000053,273.587653499999988,718.576320799999962,113.138300500000000,18157,2624,198.373856399999994,0.748248578000000,0.108134839000000,0,628.078958199999988,277.897304899999995,702.004780399999959,117.000206000000006,17679,2764,199.559053799999987,0.728550235000000,0.113904228000000,0,611.035028399999987,281.055921899999987,676.799719800000048,123.256284500000007,16856,2852,199.002307800000011,0.694634468000000,0.117530701000000,214.700362600000005,441.534657499999980,213.622187400000001,3213,1471,245.739182400000004,24266,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
282,283,MAIJACW,5da33b2d0240d88053cd66a3,MAIJACW,39.955402999999997,-82.799452000000002,0,1523.513165000000072,315.267600399999992,1572.542296999999962,133.018394000000001,8255,684,180.671335199999987,0.770774977000000,0.063865546000000,0,1444.083006999999952,340.055928999999992,1490.513725000000022,134.450606899999997,7775,695,174.670401499999997,0.725957049000000,0.064892624000000,0,1576.716807000000017,341.547805799999992,1633.181978999999956,135.510924399999993,8581,689,156.512605000000008,0.801213819000000,0.064332400000000,0,1545.456116000000065,363.709710599999994,1591.883100000000013,152.655835700000011,8445,785,144.037348299999991,0.788515406000000,0.073295985000000,0,1242.515593000000081,406.085527500000012,1246.272735999999895,204.103828200000009,6669,1057,129.285714299999995,0.622689076000000,0.098692810000000,0,902.168067199999996,441.560784300000023,866.241923400000019,253.243230600000004,4549,1306,120.359477100000007,0.424743231000000,0.121942110000000,0,696.768720799999983,460.351633999999990,639.782446299999947,281.603641499999981,3262,1454,119.152194199999997,0.304575163000000,0.135760971000000,0,709.756862700000056,471.863305299999979,661.306722700000023,300.482913199999984,3352,1549,119.597572400000004,0.312978525000000,0.144631186000000,0,724.945844999999963,486.783006499999999,683.709523800000056,325.250420200000008,3464,1673,118.674136300000001,0.323436041000000,0.156209150000000,0,724.055648900000051,493.099066300000004,690.281512600000042,342.977124199999992,3495,1767,115.221288500000000,0.326330532000000,0.164985994000000,318.126050399999997,914.204341699999986,210.392437000000001,1261,286,352.377684400000021,10710,7,0,0.000000000000000,0,0.000000000000000,0.033223700407100,0.000087828865713
